NCT Number,Study Title,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type,Start Date,Primary Completion Date,Completion Date
NCT05050448,Comparative Usability Evaluation of Sustained Acoustic Medicine (SAM) Devices and Topical Gel for OA Knee Pain,RECRUITING,Knee Osteoarthritis,DEVICE: Sustained Acoustic Device with 2.5% Diclofenac Patch|DRUG: 1% Diclofenac Topical Gel,"ZetrOZ, Inc.",,INTERVENTIONAL,"August 1, 2021","August 1, 2021","September 1, 2022"
NCT05439148,OPC-61815 in Healthy Chinese Male Subjects,RECRUITING,Healthy Adult Male,DRUG: OPC-61815 injection,Otsuka Beijing Research Institute,,INTERVENTIONAL,"June 30, 2022","June 30, 2022",September 2022
NCT04850222,Fluoxetine Mitigation Mental Health Study for Patients With Musculoskeletal Trauma,RECRUITING,Musculoskeletal Injury,DRUG: Fluoxetine|DRUG: Calcium,University of Florida,,INTERVENTIONAL,"September 2, 2021","September 2, 2021","June 16, 2022"
NCT03424122,"INCB050465 in Combination With Rituximab, Bendamustine and Rituximab, or Ibrutinib in Participants With Previously Treated B-Cell Lymphoma (CITADEL-112)",COMPLETED,B-cell Lymphoma,DRUG: Parsaclisib|DRUG: Rituximab|DRUG: Bendamustine|DRUG: Ibrutinib,Incyte Corporation,,INTERVENTIONAL,"July 2, 2018","July 2, 2018","June 27, 2022"
NCT02490800,Phase 1/2a Study of Oral BAL101553 in Adult Patients With Solid Tumors or Glioblastoma or High-grade Glioma,ACTIVE_NOT_RECRUITING,Neoplasms,DRUG: Oral daily administration of BAL101553,Basilea Pharmaceutica,,INTERVENTIONAL,June 2015,June 2015,September 2022
NCT04985500,ESP/PIF for Sternotomy,RECRUITING,Cardiac Surgery|Sternotomy,PROCEDURE: ESP block|PROCEDURE: PIF block|PROCEDURE: Ultrasound|DRUG: Bupivacain,Icahn School of Medicine at Mount Sinai,,INTERVENTIONAL,"July 8, 2021","July 8, 2021",August 2022
NCT04500548,"Testing the Combination of Two Immunotherapy Drugs (Nivolumab and Ipilimumab) in Children, Adolescent, and Young Adult Patients With Relapsed/Refractory Cancers That Have an Increased Number of Genetic Changes, The 3CI Study",WITHDRAWN,Constitutional Mismatch Repair Deficiency Syndrome|Hematopoietic and Lymphoid Cell Neoplasm|Lynch Syndrome|Recurrent Lymphoma|Recurrent Malignant Solid Neoplasm|Recurrent Neuroblastoma|Recurrent Primary Central Nervous System Neoplasm|Refractory Lymphoma|Refractory Malignant Solid Neoplasm|Refractory Neuroblastoma|Refractory Primary Central Nervous System Neoplasm|Xeroderma Pigmentosum,PROCEDURE: Biospecimen Collection|BIOLOGICAL: Ipilimumab|BIOLOGICAL: Nivolumab,National Cancer Institute (NCI),,INTERVENTIONAL,"January 28, 2021","January 28, 2021","June 21, 2022"
NCT05391048,An BE Study to Compare 10mg & 20mg of IMP4297 Capsules in Healthy Chinese Subjects Under Fed Condition,NOT_YET_RECRUITING,Solid Tumor,DRUG: IMP4297(20mg)|DRUG: IMP4297(10mg),"Impact Therapeutics, Inc.",,INTERVENTIONAL,"June 6, 2022","June 6, 2022","June 25, 2022"
NCT04289948,Assessing the Efficacy of Anti-staphylococcal Phages in the Management of Infected Foot Ulcers in Diabetes,WITHDRAWN,Diabetes|Diabetic Foot|Diabetic Foot Infection,DRUG: Phage,University Hospitals of Derby and Burton NHS Foundation Trust,Wellcome Trust|BioPhage Theraputics Limited|Nottingham University Hospitals NHS Trust,INTERVENTIONAL,"March 1, 2019","March 1, 2019","June 1, 2022"
NCT04964622,the Effect of Preoperative Sodium Ibuprofen on Postoperative Endodontic Pain,RECRUITING,Irreversible Pulpitis,DRUG: nurofen,Cairo University,,INTERVENTIONAL,"December 1, 2021","December 1, 2021","July 1, 2022"
NCT05162222,A Study to Evaluate the Effect of Co-administration of Itraconazole or Diltiazem on the Single-dose of Danicamtiv in Healthy Participants,COMPLETED,Healthy Participants,DRUG: Danicamtiv|DRUG: Itraconazole|DRUG: Diltiazem,Bristol-Myers Squibb,,INTERVENTIONAL,"December 15, 2021","December 15, 2021","July 8, 2022"
NCT05335447,Evaluation of Mass Balance and Absolute Bioavailability of GLPG3667,COMPLETED,Healthy,DRUG: GLPG3667 capsule|DRUG: [14C]-GLPG3667 solution for infusion|DRUG: [14C]-GLPG3667 capsule,Galapagos NV,,INTERVENTIONAL,"April 19, 2022","April 19, 2022","June 3, 2022"
NCT04665154,"A First-in-human Study to Investigate the Safety, Tolerability and Pharmacokinetics of MAS825 in Healthy Volunteers",COMPLETED,Healthy Volunteers,DRUG: MAS825|DRUG: Placebo,Novartis Pharmaceuticals,,INTERVENTIONAL,"June 7, 2019","June 7, 2019","August 3, 2022"
NCT04581954,Inflammatory Signal Inhibitors for COVID-19 (MATIS),RECRUITING,Coronavirus|Covid19|Pneumonia,DRUG: Ruxolitinib|DRUG: Fostamatinib|OTHER: Standard of care,Imperial College London,Imperial College Healthcare NHS Trust|Rigel Pharmaceuticals|Novartis,INTERVENTIONAL,"October 2, 2020","October 2, 2020","June 30, 2022"
NCT04238754,Oral Cannabidiol for Opioid Withdrawal,COMPLETED,Opioid Withdrawal|Opioid Craving|Opioid Use Disorder,DRUG: Epidiolex 100 mg/mL Oral Solution|OTHER: Cherry Syrup Oral Solution,Johns Hopkins University,Dalio Foundation,INTERVENTIONAL,"November 1, 2020","November 1, 2020","June 30, 2022"
NCT03479203,Acute Effects of E-Cigarette Aerosol Inhalation,RECRUITING,Endothelial Dysfunction|Biochemical Markers,DRUG: Electronic Cigarette Aerosol,University of Pennsylvania,"National Institutes of Health (NIH)|National Heart, Lung, and Blood Institute (NHLBI)",INTERVENTIONAL,"May 22, 2018","May 22, 2018","August 31, 2022"
NCT05150756,Intraoperative Lidocaine Infusion as a Sole Analgesic Versus Morphine in Laparoscopic Gastric Bypass Surgery,RECRUITING,"Pain, Postoperative",DRUG: Lidocaine Hydrochloride 2% Intravenous Solution [XYLOCAINE]|DRUG: morphine sulphate (10mg/ ml ampoule),Ain Shams University,,INTERVENTIONAL,"January 1, 2022","January 1, 2022",July 2022
NCT04537403,PET Detection of CCR2 in Human Atherosclerosis,RECRUITING,Carotid Atherosclerosis,DRUG: Group 1-64CU-DOTA-ECL1i (radioactive imaging medicine)|DRUG: Group 2 64CU-DOTA-ECL1i (radioactive imaging medicine),Washington University School of Medicine,,INTERVENTIONAL,"October 1, 2020","October 1, 2020","September 1, 2022"
NCT05163522,"First-Time-in-Human (FTIH) Study to Evaluate the Safety, Tolerability and Pharmacokinetics (PK) of VH4004280 in Healthy Participants",RECRUITING,HIV Infections,DRUG: VH4004280|DRUG: Placebo,ViiV Healthcare,,INTERVENTIONAL,"December 13, 2021","December 13, 2021","August 26, 2022"
NCT04031547,fMRI Study of tES in Major Depression,ACTIVE_NOT_RECRUITING,Depression,DEVICE: Transcranial Electrical Stimulation (tES),Northwestern University,Brain & Behavior Research Foundation,INTERVENTIONAL,"February 1, 2019","February 1, 2019",July 2022
NCT05183347,A Study in Healthy Japanese Men to Test How Well Different Doses of BI 1291583 Are Tolerated,COMPLETED,Healthy,DRUG: BI 1291583|DRUG: Placebo,Boehringer Ingelheim,,INTERVENTIONAL,"February 4, 2022","February 4, 2022","July 27, 2022"
NCT05172622,"Safety, Tolerability, and Pharmacokinetic and Pharmacodynamic Characteristics of JP-2266 in Healthy Subjects",RECRUITING,Diabetes Mellitus,DRUG: JP-2266|DRUG: JP-2266 Placebo,"Jeil Pharmaceutical Co., Ltd.",,INTERVENTIONAL,"November 24, 2020","November 24, 2020","August 31, 2022"
NCT05373147,αPD1-MSLN-CAR T Cells for the Treatment of MSLN-positive Advanced Solid Tumors,RECRUITING,Solid Tumor,BIOLOGICAL: αPD1-MSLN-CAR T cells,Shanghai Mengchao Cancer Hospital,"Shanghai Cell Therapy Group Co.,Ltd",INTERVENTIONAL,"October 30, 2020","October 30, 2020",June 2022
NCT04976959,High Fiber in Parkinson's Disease,RECRUITING,Parkinson Disease,DRUG: High Fiber supplement,"Rutgers, The State University of New Jersey",,INTERVENTIONAL,"July 8, 2021","July 8, 2021","June 30, 2022"
NCT04220775,Bintrafusp Alfa and Stereotactic Body Radiation Therapy for the Treatment of Recurrent or Second Primary Head and Neck Squamous Cell Cancer,RECRUITING,Recurrent Head and Neck Squamous Cell Carcinoma|Second Primary Squamous Cell Carcinoma of the Head and Neck,DRUG: Bintrafusp Alfa|OTHER: Quality-of-Life Assessment|OTHER: Questionnaire Administration|RADIATION: Stereotactic Body Radiation Therapy,M.D. Anderson Cancer Center,National Cancer Institute (NCI),INTERVENTIONAL,"March 18, 2020","March 18, 2020","August 31, 2022"
NCT04081350,A Study of LY3471851 in Participants With Eczema,ACTIVE_NOT_RECRUITING,"Dermatitis, Atopic",DRUG: LY3471851|DRUG: Placebo,Eli Lilly and Company,Nektar Therapeutics,INTERVENTIONAL,"December 4, 2019","December 4, 2019","June 17, 2022"
NCT05005247,Study to Assess a Booster Dose of GBS-NN/NN2 Vaccine,COMPLETED,Group B Streptococcus Infection,BIOLOGICAL: GBS-NN/NN2,Minervax ApS,,INTERVENTIONAL,"August 17, 2021","August 17, 2021","August 5, 2022"
NCT05322447,High-dose L-Carnitine and Diaphragmatic Function Assessed by Ultrasonography in Patients With Respiratory Failure.,RECRUITING,Respiratory Failure,DRUG: L Carnitine ( low dose)|DRUG: L-Carnitine ( high dose),Ain Shams University,,INTERVENTIONAL,"May 24, 2022","May 24, 2022",July 2022
NCT04325503,Neurobiological Drivers of Mobility Resilience: The Dopaminergic System,COMPLETED,Parkinsonian Signs in Older Persons,DRUG: carbidopa,University of Michigan,,INTERVENTIONAL,"October 18, 2019","October 18, 2019","June 30, 2022"
NCT04247256,A Phase 2 Trial of SCO-101 in Combination With FOLFIRI for Patients With Metastatic Colorectal Cancer (mCRC) With Acquired Resistance to FOLFIRI,RECRUITING,Metastatic Colorectal Cancer,DRUG: FOLFIRI Protocol|DRUG: SCO-101,Scandion Oncology A/S,TFS Trial Form Support,INTERVENTIONAL,"May 14, 2020","May 14, 2020","June 30, 2022"
NCT04272203,"A Study to Determine Safety, Tolerability, Pharmacokinetics, and Recommended Phase 2 Dose (RP2D) of Intravenous ABBV-184 in Adult Participants With Previously Treated Cancers",TERMINATED,Acute Myeloid Leukemia (AML)|Non Small Cell Lung Cancer|Cancer,DRUG: ABBV-184,AbbVie,,INTERVENTIONAL,"May 5, 2020","May 5, 2020","June 27, 2022"
NCT05341856,Uterine Artery Doppler Changes After Vaginal Administration of Isosorbide Mononitrate In Patients With URPL,NOT_YET_RECRUITING,Recurrent Pregnancy Loss,DRUG: isosorbide mononitrate|DRUG: Placebo,Al-Azhar University,,INTERVENTIONAL,"May 1, 2022","May 1, 2022",August 2022
NCT04385056,Evaluate Umbilical Cord-derived Allogeneic Mesenchymal Stem Cells for the Treatment of Bradykinesia,RECRUITING,Bradykinesia,BIOLOGICAL: MSCTC-0010,"IMAC Holdings, Inc.",,INTERVENTIONAL,"December 15, 2020","December 15, 2020","July 1, 2022"
NCT05499156,Safety of Injection of Placental Mesenchymal Stem Cell Derived Exosomes for Treatment of Resistant Perianal Fistula in Crohn's Patients,ACTIVE_NOT_RECRUITING,Perianal Fistula in Patients With Crohn's Disease,OTHER: placenal MSC derived exosomes,Tehran University of Medical Sciences,,INTERVENTIONAL,"January 20, 2022","January 20, 2022",August 2022
NCT03575403,"Behavioral Effects of Drugs: Inpatient (36) (Alcohol, Duloxetine, and Methylphenidate)",RECRUITING,Alcohol Use Disorder,DRUG: Alcohol|DRUG: Placebos|DRUG: Duloxetine|DRUG: Methylphenidate,Craig Rush,National Institute on Alcohol Abuse and Alcoholism (NIAAA),INTERVENTIONAL,"September 1, 2018","September 1, 2018",June 2022
NCT05137275,Study of Anti-5T4 CAR-raNK Cell Therapy in Locally Advanced or Metastatic Solid Tumors,RECRUITING,Locally Advanced or Metastatic Solid Tumors,BIOLOGICAL: Anti-5T4 CAR-raNK Cells,Shanghai East Hospital,"Imbioray (Hangzhou) Biomedicine Co., Ltd.",INTERVENTIONAL,"November 24, 2021","November 24, 2021",August 2022
NCT05331859,Topical Insulin Versus Autologous Serum After Corneal Surgeries,NOT_YET_RECRUITING,Corneal Epithelial Wound,DRUG: Insulin|DRUG: autologous serum (AS)|DRUG: conventional,Benha University,,INTERVENTIONAL,May 2022,May 2022,August 2022
NCT05316259,A Food-Effect Study of BPI-16350 in Healthy Subjects,ACTIVE_NOT_RECRUITING,Healthy,DRUG: BPI-16350,"Betta Pharmaceuticals Co., Ltd.",,INTERVENTIONAL,"April 22, 2022","April 22, 2022","June 30, 2022"
NCT04278859,"Safety, Tolerability and Pharmacokinetics of a Recombinant Humanized mAb Specific to B-and T-Lymphocyte Attenuator (BTLA) for Injection in Subjects With Advanced Malignancies",UNKNOWN,Advanced Solid Tumor,"BIOLOGICAL: Drug: JS004, Recombinant humanized IgG4κ monoclonal antibody specific to BTLA for injection Intravenous infusion","Shanghai Junshi Bioscience Co., Ltd.",,INTERVENTIONAL,"April 28, 2020","April 28, 2020","July 1, 2022"
NCT05074459,A Study in Healthy Adults Investigating Eptinezumab Produced by 2 Different Manufacturing Cell Lines,COMPLETED,Healthy Participants,DRUG: Eptinezumab Mammalian Cell Line|DRUG: Eptinezumab Yeast Cell Line,H. Lundbeck A/S,,INTERVENTIONAL,"September 27, 2021","September 27, 2021","July 18, 2022"
NCT04033159,Early Phase Human Drug Trial to Investigate Dynamin 101 (DYN101) in Patients ≥ 16 Years With Centronuclear Myopathies,TERMINATED,Centronuclear Myopathy,DRUG: DYN101,Dynacure,,INTERVENTIONAL,"January 9, 2020","January 9, 2020","June 22, 2022"
NCT04261075,IPH5201 as Monotherapy or in Combination With Durvalumab +/- Oleclumab in Subjects With Advanced Solid Tumors.,COMPLETED,Advanced Solid Tumors,BIOLOGICAL: IPH5201|BIOLOGICAL: durvalumab|BIOLOGICAL: oleclumab,MedImmune LLC,,INTERVENTIONAL,"March 3, 2020","March 3, 2020","June 16, 2022"
NCT03613259,Fluorothymidine F-18 PET in Diagnosing Patients With Intermediate or High Grade Soft Tissue Sarcoma,WITHDRAWN,Stage II Adult Soft Tissue Sarcoma|Stage IIA Adult Soft Tissue Sarcoma|Stage IIB Adult Soft Tissue Sarcoma|Stage IIC Adult Soft Tissue Sarcoma|Stage III Adult Soft Tissue Sarcoma|Stage IV Adult Soft Tissue Sarcoma,DRUG: Fluorothymidine F-18|OTHER: Laboratory Biomarker Analysis|PROCEDURE: Positron Emission Tomography,OHSU Knight Cancer Institute,National Cancer Institute (NCI),INTERVENTIONAL,"June 1, 2020","June 1, 2020","June 1, 2022"
NCT05029856,Evaluation of the Safety and Immunogenicity of SII Vaccine Constructs Based on the SARS-CoV-2 (COVID-19) Variant in Adults,WITHDRAWN,Covid19,BIOLOGICAL: SII B.1.351|BIOLOGICAL: SII B.1.351|BIOLOGICAL: SII Bivalent|BIOLOGICAL: SII Bivalent|BIOLOGICAL: SII B.1.617.2,Novavax,,INTERVENTIONAL,"February 4, 2022","February 4, 2022",August 2022
NCT04283656,Evaluating Drug Interactions Between Doravirine With Estradiol and Spironolactone in Healthy Transgender Women,RECRUITING,Transgender Health|Gender Dysphoria|Transgender Women|Human Immunodeficiency Virus,DRUG: Doravirine/Lamivudine/Tenofovir|DRUG: Spironolactone 100mg|DRUG: Estradiol 2mg|OTHER: Placebo,Thomas Jefferson University,,INTERVENTIONAL,"February 14, 2022","February 14, 2022","June 1, 2022"
NCT05378997,"Safety, Tolerability, and Pharmacokinetics of Ascending Topical Doses of TCP-25 Applied to Epidermal Suction Blister Wounds",RECRUITING,Blister|Wound of Skin,DRUG: TCP-25 gel 0.86 mg/ml or placebo gel|DRUG: TCP-25 gel 2.9 mg/ml or placebo gel|DRUG: TCP-25 gel 8.6 mg/ml or placebo gel,Xinnate AB,Region Skane,INTERVENTIONAL,"April 7, 2022","April 7, 2022","June 20, 2022"
NCT03664297,Tolerance and Pharmacokinetics of SHR1459 in Patients With Recurrent Replased/Refractory Mature B Cell Neoplasmstumor,ACTIVE_NOT_RECRUITING,Mature B Cell Neoplasms,DRUG: SHR1459,"Jiangsu HengRui Medicine Co., Ltd.",,INTERVENTIONAL,"February 6, 2018","February 6, 2018","June 30, 2022"
NCT03844997,Phase I/II Trial of CPX-351 + Palbociclib in Patients With Acute Myeloid Leukemia,RECRUITING,Acute Myeloid Leukemia|AML,DRUG: Palcociclib|DRUG: CPX-351,Sudipto Mukherjee,,INTERVENTIONAL,"June 6, 2019","June 6, 2019",July 2022
NCT04418297,"A Phase I Study to Assess the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of CT-G20 in Subjects With Obstructive Hypertrophic Cardiomyopathy",RECRUITING,"Cardiomyopathy, Hypertrophic Obstructive",DRUG: CT-G20|DRUG: Placebo,Celltrion,,INTERVENTIONAL,"October 23, 2020","October 23, 2020",September 2022
NCT05236543,A Study to Assess the Pharmacokinetics of AZD4831 When Administered Alone and in Combination With Itraconazole,COMPLETED,Healthy Volunteers,DRUG: AZD4831|DRUG: Itraconazole,AstraZeneca,Parexel,INTERVENTIONAL,"February 18, 2022","February 18, 2022","August 12, 2022"
NCT04774107,The Pharmacokinetics of P1101 + Ribavirin in Interferon Treatment-Naïve Subjects With Chronic Hepatitis C Virus (HCV) Genotype 2 Infection,COMPLETED,"Hepatitis C, Chronic",DRUG: P1101 + Ribavirin,PharmaEssentia,,INTERVENTIONAL,"November 26, 2020","November 26, 2020","July 18, 2022"
NCT04314856,Novel Clinical Target in Fragile X Syndrome,WITHDRAWN,Fragile X Syndrome (FXS),DRUG: 18F-FTC-146,"Guido A. Davidzon, MD, SM",,INTERVENTIONAL,"January 12, 2021","January 12, 2021",June 2022
NCT03954990,Treatment of Bacterial Vaginosis Prior to Active Labor and Infectious Morbidity,RECRUITING,Bacterial Vaginoses,DRUG: Metronidazole Oral|DRUG: Placebo Oral Tablet,"The University of Texas Medical Branch, Galveston",,INTERVENTIONAL,"October 11, 2019","October 11, 2019","August 31, 2022"
NCT02152956,Flotetuzumab in Primary Induction Failure (PIF) or Early Relapse (ER) Acute Myeloid Leukemia (AML),TERMINATED,AML,BIOLOGICAL: Flotetuzumab dose escalation|BIOLOGICAL: Flotetuzumab dose expansion|DRUG: Ruxolitinib,MacroGenics,,INTERVENTIONAL,"June 9, 2014","June 9, 2014","July 5, 2022"
NCT05032690,Evaluation of the Relative Bioavailability of Bosutinib Capsules Under Fed Condition and Estimation of Food Effect on Orally Administered Bosutinib Capsule,COMPLETED,Healthy Participants,DRUG: Bosutinib capsule|DRUG: Bosutinib capsule|DRUG: Bosutinib|DRUG: Bosutinib capsule,Pfizer,,INTERVENTIONAL,"January 19, 2022","January 19, 2022","June 25, 2022"
NCT04348890,Proof of Concept Trial of Vamorolone in Pediatric Ulcerative Colitis,WITHDRAWN,Pediatric Ulcerative Colitis,DRUG: Vamorolone 4% suspension for oral dosing,"ReveraGen BioPharma, Inc.",,INTERVENTIONAL,"September 1, 2020","September 1, 2020","September 1, 2022"
NCT04126590,Phase I Study of KN044 in Locally Advanced/Metastatic Solid Tumors,RECRUITING,Advanced Solid Tumors,BIOLOGICAL: KN044,Changchun Intellicrown Pharmaceutical Co. LTD,,INTERVENTIONAL,"January 9, 2020","January 9, 2020","June 1, 2022"
NCT03829254,"A Safety, Pharmacokinetic and Clinical Activity Study of NUC-7738 in Patients With Advanced Solid Tumours and Lymphoma",RECRUITING,Advanced Cancer|Lymphoma|Solid Tumor,DRUG: NUC-7738,NuCana plc,,INTERVENTIONAL,"June 17, 2019","June 17, 2019",July 2022
NCT05098054,A Study of Soticlestat in Adults With Liver Failure Compared to Those With Normal Liver Function,COMPLETED,Hepatic Impairment|Healthy Volunteers,DRUG: Soticlestat,Takeda,,INTERVENTIONAL,"October 28, 2021","October 28, 2021","June 1, 2022"
NCT04620954,"Clinical Trial of Chemotherapy, Oregovomab and Nivolumab in Patients With Epithelial Cancer of Ovarian, Tubal or Peritoneal Origin",RECRUITING,Epithelial Ovarian Cancer,DRUG: Oregovomab|DRUG: Nivolumab|DRUG: Chemotherapy,"National Cancer Centre, Singapore",OncoQuest Pharma USA Inc.|Bristol-Myers Squibb,INTERVENTIONAL,"October 7, 2020","October 7, 2020",July 2022
NCT04898543,QUILT-3.076: Study of Autologous M-CENK in Subjects With Locally Advanced or Metastatic Solid Tumors,RECRUITING,Metastatic Solid Tumor,"BIOLOGICAL: M-CENK, Suspension for Infusion, Cryopreserved (M-CENK)|BIOLOGICAL: N803|OTHER: Apheresis collection of lymphocytes (part A)","ImmunityBio, Inc.",,INTERVENTIONAL,"June 21, 2021","June 21, 2021",June 2022
NCT04554667,Heavy Lifting Strength Training in Head and Neck Cancer Survivors,COMPLETED,Cancer of Head and Neck,BEHAVIORAL: Exercise Intervention,University of Alberta,,INTERVENTIONAL,"November 24, 2020","November 24, 2020","July 31, 2022"
NCT05362045,A Study to Evaluate the Effects on the Single-Dose Drug Levels of Mavacamten in Healthy Participants,RECRUITING,Healthy Participants,DRUG: Mavacamten,Bristol-Myers Squibb,,INTERVENTIONAL,"May 16, 2022","May 16, 2022","July 21, 2022"
